id,title,url,is_paid,price,is_practice_test_course,headline,language,name_from_site,rating,category,what_u_learn,description
1472860,Beginners Guide To Graphic Design Without Paid Software,/course/graphic-design-the-easy-way/,False,Free,False,Discover the easy ways to do graphic design without Photoshop. 3 free websites/apps to make graphic design easy!,English,Beginners Guide To Graphic Design Without Paid Software,4.4,"Design,Graphic Design & Illustration,Graphic Design","How to easily make designs and modify photos.
Learn great tools to use for quick graphic design needs.
How to take your content marketing to the next level.
How to learn a new skill to add to your resume.
How to make creative designs even as a beginner!",
2654610,CONFIDENCE Masterclass Part 1 - with Dr. Roy & Jimmy Naraine,/course/confidence-masterclass-part-1/,False,Free,False,Gain FREE Access for a Limited Time: Boost Your Confidence & Self-Esteem. Improve Communication Skills. Feel Empowered.,English,CONFIDENCE Masterclass Part 1 - with Dr. Roy & Jimmy Naraine,4.5,"Personal Development,Personal Transformation,Confidence","Emanate Confidence
Boost your self-esteem
This course will allow you to massively improve your communications skills.
Fuel your brain with positivity
Charm the audience
Become driven and motivated
Deal with criticism in the right way",
4261474,PLCnext- Next generation PLC,/course/plcnext-next-generation-plc/,False,Free,False,"Learn about PLC Programming (Digital and Analog), OPC UA, MQTT and Cloud interfacing",English,PLCnext- Next generation PLC,4.5,"IT & Software,Other IT & Software,PLC","PLC Programming with PLCnext
HMI Screen designing
Interfacing external hardware (Raspberry pi) with PLC via OPC UA
Interfacing external software (FACTORY IO) with PLC via OPC UA",
1036604,Make in-house Hacking & Pentesting lab,/course/learn-how-to-build-own-virtual-penetration-testing-lab/,False,Free,False,"Build your ""Hacking"" lab on your own laptop / computer to improve your skills",English,Make in-house Hacking & Pentesting lab,4.1,"IT & Software,Network & Security,Penetration Testing","Start penetration testing with your single computer and build own LAB
Start penetration testing for networks, computers, and web applications attacks practices
Everything will be in self controlled environment",
1593746,Scala and Spark 2 - Getting Started,/course/scala-and-spark-2-getting-started/,False,Free,False,Get ready to develop applications using Scala and Spark,English,Scala and Spark 2 - Getting Started,4.2,"IT & Software,Other IT & Software,Apache Spark","Setup Development environment for building Scala and Spark applications
Install Java and JDK
Setup IntelliJ and add Scala plugin
Develop simple Scala program
Integrating IntelliJ with Spark
Setup sbt to build scala applications
Setup winutils to read files on windows using Spark
Build jar file using sbt
Setup Spark and run Spark job",
2443812,UNIX for Testers-Automate UNIX in Test Automation (Selenium),/course/unix-for-testers-automate-unix-in-test-automation-selenium/,False,Free,False,Unix Knowledge required for Software Testers - Manual and Automate the various UNIX / LINUX processes.,English,UNIX for Testers-Automate UNIX in Test Automation (Selenium),4.5,"IT & Software,Operating Systems & Servers,Automation Testing","All Manual Unix Concepts required for Software Testers
How to Automate the various Unix Processes, so as to achieve end to end test automation.
Learn about Putty, winScp
Learn about Java SSH library (Jsch) - To do automation of Unix processes",
5506152,Unleash your Creativity with Stable Diffusion AI,/course/stable-diffusion-automatic1111/,False,Free,False,"Free & comprehensive course to learn Stable Diffusion covering Automatic1111 UI, API, ControlNet & lot more",English,Unleash your Creativity with Stable Diffusion AI,4.4,"IT & Software,Other IT & Software,Stable Diffusion","Understand the basic concepts behind Stable Diffusion, including diffusion models, latent vector spaces, and text-to-image generation.
Learn how to set up and run Stable Diffusion in AWS, GCP & Azure cloud
Gain experience generating images and editing existing images using Stable Diffusion and Automatic1111 user interface.
How to use Stable Diffusion programmatically via API(Application Programming Interface)
Overview of ControlNet & Dreambooth with Hands on Examples
How to extend Stable Diffusion Functionality Using Automatic1111 Plugins
How to use custom models for image generation",
3654572,The Importance of Thumbnail Sketching,/course/the-importance-of-thumbnail-sketching/,False,Free,False,Draw and Explore Concepts More Effectively,English,The Importance of Thumbnail Sketching,4.7,"Lifestyle,Arts & Crafts,Drawing","How to Improve Your Illustrations by Creating Good Thumbnails
Explore Ideas More Efficiently
Improve Your Drawing Abilities",
3719140,Learn How to Design a Website in Figma,/course/learn-how-to-design-a-website-in-figma/,False,Free,False,Design a Website and Dashboard app from Scratch using Figma,English,Learn How to Design a Website in Figma,4.5,"Design,Design Tools,Figma","Figma Basic & Advanced principles
How to Use Icon Libraries for UI Design
Pro UI UX Design Workflows
Website and Apps Design Best Practices
How to Design a Website in Figma",
5361738,Occult Prediction technique: From Uno cards,/course/occult-prediction-technique-from-uno-cards/,False,Free,False,Find secrets of numbers and colours,English,Occult Prediction technique: From Uno cards,4.2,"Personal Development,Religion & Spirituality,Numerology","Understand Basic Colour theory
Understand Basic number theory
Learn predictive techniques
Understand Guidelines from cards",
937042,Introduction to ARM Cortex-M Assembly Programming (FREE),/course/arm-cortex-m-assembly-programming/,False,Free,False,Learn Assembly Programming the Practical Way,English,Introduction to ARM Cortex-M Assembly Programming (FREE),4.4,"IT & Software,Hardware,ARM Cortex-M","Solid grasp of the ARM Instruction Set.
write complete Assembly software based on the ARM Cortex-M Architecture",
3726470,(Security Operation Centre) SOC Essentials by SOC Experts,/course/soc-essentials/,False,Free,False,A non-technical guide to your first Cybersecurity Job through this SOC Training,English,(Security Operation Centre) SOC Essentials by SOC Experts,4.6,"IT & Software,Network & Security,Security Operations Center (SOC) Analyst Skills","What is Security Operations Center (SOC)?
People, Processes and Technologies used in SOC
What are the skills required to get a job in SOC?
How to become a Security Analyst or SOC Analyst?
Basics of IT Infrastructure in a company.
Why there is so much demand for SOC jobs in the market?",
2865966,Technical Analysis: Chart Pattern Trading For Beginners 2023,/course/chart-pattern-trading-fundamentals/,False,Free,False,"Technical Analysis For Beginners - Chart Pattern Trading Foundation For Day Trading, Swing Trading & Financial Trading",English,Technical Analysis: Chart Pattern Trading For Beginners 2023,4.6,"Finance & Accounting,Investing & Trading,Chart Pattern Trading","Master How to Trade The Best Chart Patterns For Beginners With Real World Examples Included!
Dedicated Support from the Course Instructors and the Learning Community. 100% Questions Answered Within 24 Hours!
How to Build a Strong Chart Pattern Trading Foundation
Understanding Different Types of Trends
How to Trade Levels, Trend Lines & Channels
How to Trade Support & Resistance Levels
Reversal Pattern - Head & Shoulders
Reversal Pattern - Double Tops & Bottoms
Reversal Pattern - Diamond Tops & Bottoms
Reversal Pattern - Rounding Tops & Bottoms
Continuation Pattern - Rectangle Tops & Bottoms
Continuation Pattern - Cup & Handle
Continuation Pattern - Wedges & Triangles
Continuation Pattern - Flags and Pennants
Continuation Pattern - Dead Cat Bounces
And a lot more...",
